student_id,name,age,gender,graduation_year,degree,major,gpa,internship_experience,skills,location,employed_after_grad,time_to_employment,predicted_job_title,actual_job_title,industry,skills_used,company_type,salary_range
BSU01117,Student 1117,21,Male,2020,Bachelor of Science in Nursing,Nursing,1.12,No,"Patient Care, First Aid",Tanauan,Yes,1.0,Nursing Specialist,Nursing Specialist,Government,"Patient Care, First Aid",Private,41k-50k
BSU05638,Student 5638,21,Female,2022,Bachelor of Secondary Education,Science,1.88,No,General Skills,Lemery,Yes,1.0,Science Specialist,Science Specialist,Education,General Skills,Private,41k-50k
BSU08775,Student 8775,20,Female,2020,Bachelor of Science in Nursing,Nursing,1.52,Yes,"First Aid, Vitals Monitoring",Lipa,No,,Unemployed,,,,,
BSU06147,Student 6147,22,Female,2022,Bachelor of Secondary Education,Social Studies,1.22,Yes,"History, Geography",Tanauan,Yes,3.0,Social Studies Specialist,Social Studies Specialist,Government,"History, Geography",Public,31k-40k
BSU09868,Student 9868,22,Male,2023,Bachelor of Science in Criminology,Criminology,1.97,Yes,"Law Enforcement, Crime Scene Investigation",Tanauan,Yes,1.0,Criminology Specialist,Criminology Specialist,Law Enforcement,"Law Enforcement, Crime Scene Investigation",Private,41k-50k
BSU08776,Student 8776,22,Female,2020,Bachelor of Science,Biology,1.22,Yes,"Lab Techniques, Microscopy",Nasugbu,No,,Unemployed,,,,,
BSU06708,Student 6708,26,Male,2022,Bachelor of Arts,Filipino,1.04,No,"Teaching, Translation",Batangas City,Yes,2.0,Filipino Specialist,Filipino Specialist,Media,"Teaching, Translation",Private,41k-50k
BSU09949,Student 9949,23,Male,2024,Bachelor of Secondary Education,Social Studies,1.43,No,"History, Geography",Lemery,Yes,2.0,Social Studies Specialist,Social Studies Specialist,Manufacturing,"History, Geography",Private,41k-50k
BSU07966,Student 7966,24,Male,2023,Bachelor of Science in Agriculture,Agronomy,1.57,No,"Crop Management, Soil Analysis",Lipa,No,,Unemployed,,,,,
BSU03646,Student 3646,20,Female,2022,Bachelor of Secondary Education,Mathematics,1.07,No,"Statistics, Mathematica",Lipa,No,,Unemployed,,,,,
BSU02501,Student 2501,23,Female,2024,Bachelor of Public Administration,Public Administration,1.08,No,"Budgeting, Governance",Lipa,No,,Unemployed,,,,,
BSU05678,Student 5678,22,Female,2021,Bachelor of Science,Biology,1.23,No,"Lab Techniques, PCR",Batangas City,No,,Unemployed,,,,,
BSU05242,Student 5242,22,Male,2020,Bachelor of Public Administration,Public Administration,1.18,Yes,"Governance, Budgeting",Nasugbu,No,,Unemployed,,,,,
BSU06519,Student 6519,21,Female,2024,Bachelor of Science in Criminology,Criminology,1.39,No,"Law Enforcement, Crime Scene Investigation",Lipa,Yes,1.0,Criminology Specialist,Criminology Specialist,Media,"Law Enforcement, Crime Scene Investigation",Non-Profit,15k-20k
BSU02784,Student 2784,22,Male,2024,Bachelor of Science,Computer Science,1.65,Yes,"Algorithms, Machine Learning",Nasugbu,Yes,3.0,Computer Science Specialist,Computer Science Specialist,Education,"Algorithms, Machine Learning",Non-Profit,21k-30k
BSU06159,Student 6159,24,Male,2021,Bachelor of Science in Nursing,Nursing,1.13,No,"Vitals Monitoring, First Aid",Lemery,No,,Unemployed,,,,,
BSU03810,Student 3810,24,Female,2023,Bachelor of Arts,English,1.78,Yes,"Editing, Literary Analysis",Tanauan,Yes,1.0,English Specialist,English Specialist,Government,"Editing, Literary Analysis",Private,15k-20k
BSU09429,Student 9429,24,Male,2022,Bachelor of Public Administration,Public Administration,1.93,No,"Budgeting, Governance",Batangas City,No,,Unemployed,,,,,
BSU09525,Student 9525,24,Male,2020,Bachelor of Science,Information Technology,1.49,Yes,"Java, SQL",Lemery,Yes,3.0,Information Technology Specialist,Information Technology Specialist,Healthcare,"Java, SQL",Non-Profit,41k-50k
BSU08600,Student 8600,20,Male,2022,Bachelor of Science,Physics,1.41,Yes,"Lab Equipment, Simulation",Batangas City,Yes,3.0,Physics Specialist,Physics Specialist,Education,"Lab Equipment, Simulation",Public,41k-50k
BSU01697,Student 1697,23,Female,2022,Bachelor of Elementary Education,General Education,1.24,Yes,General Skills,Nasugbu,Yes,2.0,General Education Specialist,General Education Specialist,Education,General Skills,Public,21k-30k
BSU05686,Student 5686,20,Female,2020,Bachelor of Science,Mathematics,1.06,No,"Mathematica, Statistics",Tanauan,Yes,1.0,Mathematics Specialist,Mathematics Specialist,Education,"Mathematica, Statistics",Non-Profit,31k-40k
BSU08368,Student 8368,21,Male,2024,Bachelor of Science,Information Technology,1.28,Yes,"SQL, Python",Lipa,Yes,2.0,Information Technology Specialist,Information Technology Specialist,Government,"SQL, Python",Public,41k-50k
BSU05940,Student 5940,22,Male,2020,Bachelor of Science,Information Technology,1.77,No,"Java, SQL",Lemery,Yes,3.0,Information Technology Specialist,Information Technology Specialist,Education,"Java, SQL",Non-Profit,31k-40k
BSU02053,Student 2053,23,Female,2023,Bachelor of Public Administration,Public Administration,1.97,Yes,"Governance, Budgeting",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Governance, Budgeting",Private,15k-20k
BSU01777,Student 1777,21,Female,2023,Bachelor of Science in Criminology,Criminology,1.74,No,"Crime Scene Investigation, Law Enforcement",Lemery,No,,Unemployed,,,,,
BSU06561,Student 6561,22,Male,2021,Bachelor of Science in Criminology,Criminology,1.36,No,"Law Enforcement, Crime Scene Investigation",Nasugbu,Yes,3.0,Criminology Specialist,Criminology Specialist,Media,"Law Enforcement, Crime Scene Investigation",Private,41k-50k
BSU03314,Student 3314,21,Female,2024,Bachelor of Elementary Education,General Education,1.6,No,General Skills,Nasugbu,Yes,2.0,General Education Specialist,General Education Specialist,Manufacturing,General Skills,Private,41k-50k
BSU04782,Student 4782,20,Male,2024,Bachelor of Science,Mathematics,1.65,Yes,"Statistics, Data Analysis",Tanauan,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Government,"Statistics, Data Analysis",Private,15k-20k
BSU08539,Student 8539,22,Female,2022,Bachelor of Public Administration,Public Administration,1.8,Yes,"Budgeting, Governance",Tanauan,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Budgeting, Governance",Non-Profit,21k-30k
BSU06782,Student 6782,26,Male,2022,Bachelor of Public Administration,Public Administration,1.16,Yes,"Governance, Budgeting",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Media,"Governance, Budgeting",Public,21k-30k
BSU01593,Student 1593,21,Male,2023,Bachelor of Science,Computer Science,1.86,No,"Machine Learning, Java",Batangas City,No,,Unemployed,,,,,
BSU01724,Student 1724,20,Female,2022,Bachelor of Science in Criminology,Criminology,1.25,No,"Crime Scene Investigation, Law Enforcement",Nasugbu,No,,Unemployed,,,,,
BSU00216,Student 216,25,Male,2022,Bachelor of Science,Biology,1.35,Yes,"Data Analysis, PCR",Lipa,No,,Unemployed,,,,,
BSU06327,Student 6327,20,Male,2023,Bachelor of Public Administration,Public Administration,1.79,Yes,"Budgeting, Governance",Nasugbu,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Budgeting, Governance",Private,31k-40k
BSU08257,Student 8257,24,Male,2021,Bachelor of Science in Criminology,Criminology,2.0,Yes,"Crime Scene Investigation, Law Enforcement",Tanauan,No,,Unemployed,,,,,
BSU00491,Student 491,23,Female,2021,Bachelor of Science,Physics,1.73,No,"Lab Equipment, Quantum Mechanics",Tanauan,No,,Unemployed,,,,,
BSU09134,Student 9134,25,Female,2021,Bachelor of Science,Physics,1.45,No,"Simulation, Quantum Mechanics",Lemery,No,,Unemployed,,,,,
BSU03484,Student 3484,20,Male,2023,Bachelor of Arts,Communication,1.8,Yes,"Writing, Public Speaking",Nasugbu,Yes,3.0,Communication Specialist,Communication Specialist,Law Enforcement,"Writing, Public Speaking",Public,41k-50k
BSU05103,Student 5103,26,Male,2024,Bachelor of Science in Agriculture,Agronomy,1.06,No,"Crop Management, Soil Analysis",Tanauan,Yes,3.0,Agronomy Specialist,Agronomy Specialist,Agriculture,"Crop Management, Soil Analysis",Private,31k-40k
BSU05188,Student 5188,25,Female,2022,Bachelor of Public Administration,Public Administration,1.79,No,"Governance, Budgeting",Nasugbu,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Agriculture,"Governance, Budgeting",Non-Profit,41k-50k
BSU03432,Student 3432,24,Female,2023,Bachelor of Science in Agriculture,Agronomy,1.74,Yes,"Crop Management, Soil Analysis",Nasugbu,Yes,1.0,Agronomy Specialist,Agronomy Specialist,Media,"Crop Management, Soil Analysis",Public,21k-30k
BSU09199,Student 9199,22,Female,2024,Bachelor of Elementary Education,General Education,1.45,No,General Skills,Batangas City,Yes,2.0,General Education Specialist,General Education Specialist,Education,General Skills,Private,41k-50k
BSU07711,Student 7711,23,Male,2024,Bachelor of Industrial Technology,Electronics Technology,1.99,Yes,"Soldering, Microcontrollers",Nasugbu,Yes,3.0,Electronics Technology Specialist,Electronics Technology Specialist,Government,"Soldering, Microcontrollers",Private,41k-50k
BSU05514,Student 5514,24,Male,2024,Bachelor of Secondary Education,Science,1.87,Yes,General Skills,Lipa,No,,Unemployed,,,,,
BSU00026,Student 26,25,Female,2022,Bachelor of Elementary Education,General Education,1.41,Yes,General Skills,Tanauan,Yes,1.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Public,31k-40k
BSU03513,Student 3513,22,Female,2024,Bachelor of Secondary Education,Social Studies,1.23,No,"Geography, History",Nasugbu,No,,Unemployed,,,,,
BSU02410,Student 2410,26,Female,2021,Bachelor of Science in Criminology,Criminology,1.91,No,"Crime Scene Investigation, Law Enforcement",Lemery,No,,Unemployed,,,,,
BSU03271,Student 3271,25,Female,2022,Bachelor of Industrial Technology,Electronics Technology,1.07,No,"Soldering, Microcontrollers",Lipa,Yes,2.0,Electronics Technology Specialist,Electronics Technology Specialist,Law Enforcement,"Soldering, Microcontrollers",Public,41k-50k
BSU05210,Student 5210,21,Female,2020,Bachelor of Science,Mathematics,1.92,No,"Mathematica, Statistics",Nasugbu,No,,Unemployed,,,,,
BSU08712,Student 8712,24,Female,2023,Bachelor of Science in Agriculture,Agronomy,1.22,Yes,"Soil Analysis, Crop Management",Nasugbu,No,,Unemployed,,,,,
BSU01553,Student 1553,23,Female,2024,Bachelor of Industrial Technology,Electrical Technology,1.67,Yes,"Wiring, Circuit Design",Lipa,No,,Unemployed,,,,,
BSU09198,Student 9198,26,Male,2023,Bachelor of Elementary Education,General Education,1.22,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU08622,Student 8622,23,Male,2022,Bachelor of Elementary Education,General Education,1.4,No,General Skills,Tanauan,No,,Unemployed,,,,,
BSU03872,Student 3872,26,Female,2021,Bachelor of Science,Physics,1.21,Yes,"Quantum Mechanics, Simulation",Nasugbu,Yes,2.0,Physics Specialist,Physics Specialist,Manufacturing,"Quantum Mechanics, Simulation",Private,21k-30k
BSU03403,Student 3403,21,Female,2020,Bachelor of Science,Physics,1.85,No,"Lab Equipment, Quantum Mechanics",Batangas City,No,,Unemployed,,,,,
BSU04530,Student 4530,26,Female,2024,Bachelor of Public Administration,Public Administration,1.29,No,"Budgeting, Governance",Lemery,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Healthcare,"Budgeting, Governance",Public,31k-40k
BSU00980,Student 980,26,Female,2021,Bachelor of Secondary Education,Mathematics,1.13,Yes,"Statistics, Data Analysis",Nasugbu,Yes,3.0,Mathematics Specialist,Mathematics Specialist,Manufacturing,"Statistics, Data Analysis",Non-Profit,31k-40k
BSU02656,Student 2656,23,Male,2020,Bachelor of Arts,Political Science,1.61,No,"Public Speaking, Policy Analysis",Lemery,Yes,2.0,Political Science Specialist,Political Science Specialist,Media,"Public Speaking, Policy Analysis",Public,31k-40k
BSU01848,Student 1848,20,Male,2021,Bachelor of Secondary Education,English,1.81,No,"Writing, Literary Analysis",Lemery,No,,Unemployed,,,,,
BSU07965,Student 7965,20,Female,2022,Bachelor of Secondary Education,Mathematics,1.26,Yes,"Data Analysis, Mathematica",Batangas City,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Media,"Data Analysis, Mathematica",Public,21k-30k
BSU08241,Student 8241,20,Female,2021,Bachelor of Science in Agriculture,Agronomy,1.8,No,"Soil Analysis, Crop Management",Lemery,Yes,1.0,Agronomy Specialist,Agronomy Specialist,Law Enforcement,"Soil Analysis, Crop Management",Non-Profit,21k-30k
BSU07146,Student 7146,25,Male,2022,Bachelor of Industrial Technology,Electrical Technology,1.92,No,"Wiring, Circuit Design",Nasugbu,No,,Unemployed,,,,,
BSU07300,Student 7300,23,Female,2024,Bachelor of Science,Computer Science,1.08,No,"Algorithms, C++",Lemery,Yes,3.0,Computer Science Specialist,Computer Science Specialist,Manufacturing,"Algorithms, C++",Non-Profit,41k-50k
BSU05722,Student 5722,25,Male,2024,Bachelor of Public Administration,Public Administration,1.96,Yes,"Governance, Budgeting",Nasugbu,No,,Unemployed,,,,,
BSU00516,Student 516,24,Female,2023,Bachelor of Science in Agriculture,Agronomy,1.03,Yes,"Soil Analysis, Crop Management",Lemery,Yes,2.0,Agronomy Specialist,Agronomy Specialist,Media,"Soil Analysis, Crop Management",Non-Profit,31k-40k
BSU08746,Student 8746,26,Male,2023,Bachelor of Science in Criminology,Criminology,1.09,No,"Law Enforcement, Crime Scene Investigation",Lipa,No,,Unemployed,,,,,
BSU08298,Student 8298,24,Male,2024,Bachelor of Public Administration,Public Administration,1.12,No,"Budgeting, Governance",Lipa,No,,Unemployed,,,,,
BSU01103,Student 1103,21,Male,2021,Bachelor of Elementary Education,General Education,1.89,Yes,General Skills,Batangas City,Yes,2.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Private,15k-20k
BSU03277,Student 3277,21,Female,2020,Bachelor of Elementary Education,General Education,1.04,No,General Skills,Lipa,No,,Unemployed,,,,,
BSU07218,Student 7218,21,Male,2020,Bachelor of Public Administration,Public Administration,1.34,No,"Governance, Budgeting",Lipa,No,,Unemployed,,,,,
BSU07390,Student 7390,21,Male,2020,Bachelor of Science in Nursing,Nursing,1.26,No,"Patient Care, First Aid",Lemery,No,,Unemployed,,,,,
BSU09078,Student 9078,20,Male,2021,Bachelor of Science in Nursing,Nursing,1.98,No,"Patient Care, First Aid",Nasugbu,No,,Unemployed,,,,,
BSU08338,Student 8338,21,Female,2020,Bachelor of Secondary Education,Social Studies,1.39,No,"History, Geography",Tanauan,No,,Unemployed,,,,,
BSU03997,Student 3997,23,Male,2023,Bachelor of Science in Agriculture,Agronomy,1.29,Yes,"Soil Analysis, Crop Management",Lemery,Yes,2.0,Agronomy Specialist,Agronomy Specialist,IT,"Soil Analysis, Crop Management",Private,21k-30k
BSU00195,Student 195,24,Male,2024,Bachelor of Public Administration,Public Administration,1.44,No,"Governance, Budgeting",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Governance, Budgeting",Private,41k-50k
BSU04712,Student 4712,26,Male,2020,Bachelor of Public Administration,Public Administration,1.79,Yes,"Governance, Budgeting",Batangas City,No,,Unemployed,,,,,
BSU00644,Student 644,21,Male,2024,Bachelor of Arts,Political Science,1.29,No,"Public Speaking, Policy Analysis",Nasugbu,No,,Unemployed,,,,,
BSU09090,Student 9090,22,Female,2021,Bachelor of Science in Criminology,Criminology,1.17,No,"Crime Scene Investigation, Law Enforcement",Lipa,Yes,1.0,Criminology Specialist,Criminology Specialist,Healthcare,"Crime Scene Investigation, Law Enforcement",Public,41k-50k
BSU03286,Student 3286,26,Male,2022,Bachelor of Industrial Technology,Automotive Technology,1.26,Yes,"Engine Repair, Diagnostics",Tanauan,Yes,3.0,Automotive Technology Specialist,Automotive Technology Specialist,Manufacturing,"Engine Repair, Diagnostics",Private,15k-20k
BSU03117,Student 3117,20,Female,2020,Bachelor of Secondary Education,English,1.16,Yes,"Literary Analysis, Writing",Tanauan,Yes,2.0,English Specialist,English Specialist,Education,"Literary Analysis, Writing",Private,21k-30k
BSU06477,Student 6477,21,Female,2021,Bachelor of Science,Physics,1.71,No,"Lab Equipment, Quantum Mechanics",Nasugbu,Yes,3.0,Physics Specialist,Physics Specialist,IT,"Lab Equipment, Quantum Mechanics",Non-Profit,15k-20k
BSU03576,Student 3576,26,Male,2024,Bachelor of Science in Nursing,Nursing,1.91,No,"Patient Care, Vitals Monitoring",Lemery,No,,Unemployed,,,,,
BSU09024,Student 9024,26,Male,2022,Bachelor of Industrial Technology,Automotive Technology,1.14,No,"Diagnostics, Engine Repair",Batangas City,No,,Unemployed,,,,,
BSU04321,Student 4321,23,Male,2023,Bachelor of Elementary Education,General Education,1.55,Yes,General Skills,Nasugbu,No,,Unemployed,,,,,
BSU09993,Student 9993,21,Female,2024,Bachelor of Elementary Education,General Education,1.79,No,General Skills,Nasugbu,Yes,2.0,General Education Specialist,General Education Specialist,Media,General Skills,Non-Profit,21k-30k
BSU02208,Student 2208,22,Male,2024,Bachelor of Industrial Technology,Electrical Technology,1.69,No,"Wiring, Circuit Design",Tanauan,No,,Unemployed,,,,,
BSU04553,Student 4553,23,Male,2022,Bachelor of Secondary Education,Mathematics,1.78,No,"Data Analysis, Mathematica",Lemery,No,,Unemployed,,,,,
BSU07317,Student 7317,26,Female,2023,Bachelor of Industrial Technology,Electronics Technology,1.72,Yes,"Microcontrollers, Soldering",Batangas City,Yes,3.0,Electronics Technology Specialist,Electronics Technology Specialist,Manufacturing,"Microcontrollers, Soldering",Public,31k-40k
BSU03719,Student 3719,24,Female,2020,Bachelor of Elementary Education,General Education,1.46,No,General Skills,Tanauan,Yes,2.0,General Education Specialist,General Education Specialist,Education,General Skills,Non-Profit,15k-20k
BSU00973,Student 973,23,Female,2021,Bachelor of Secondary Education,English,1.11,Yes,"Editing, Literary Analysis",Lemery,Yes,3.0,English Specialist,English Specialist,Government,"Editing, Literary Analysis",Non-Profit,15k-20k
BSU04580,Student 4580,21,Female,2024,Bachelor of Arts,Filipino,1.87,No,"Writing, Translation",Tanauan,Yes,3.0,Filipino Specialist,Filipino Specialist,Media,"Writing, Translation",Public,41k-50k
BSU00720,Student 720,25,Male,2024,Bachelor of Elementary Education,General Education,1.61,No,General Skills,Lipa,No,,Unemployed,,,,,
BSU09018,Student 9018,25,Male,2021,Bachelor of Elementary Education,General Education,1.7,No,General Skills,Nasugbu,Yes,3.0,General Education Specialist,General Education Specialist,Government,General Skills,Public,31k-40k
BSU06156,Student 6156,26,Female,2020,Bachelor of Science,Biology,1.93,No,"PCR, Data Analysis",Nasugbu,Yes,3.0,Biology Specialist,Biology Specialist,Healthcare,"PCR, Data Analysis",Public,21k-30k
BSU09431,Student 9431,22,Male,2023,Bachelor of Science,Mathematics,1.66,No,"Data Analysis, Mathematica",Batangas City,No,,Unemployed,,,,,
BSU03897,Student 3897,22,Male,2021,Bachelor of Industrial Technology,Electrical Technology,1.33,No,"Wiring, Circuit Design",Nasugbu,No,,Unemployed,,,,,
BSU02804,Student 2804,24,Female,2021,Bachelor of Science in Agriculture,Animal Science,1.88,No,"Animal Care, Feeding Management",Lemery,Yes,2.0,Animal Science Specialist,Animal Science Specialist,Manufacturing,"Animal Care, Feeding Management",Private,21k-30k
BSU02567,Student 2567,25,Male,2022,Bachelor of Science in Criminology,Criminology,1.5,No,"Law Enforcement, Crime Scene Investigation",Nasugbu,No,,Unemployed,,,,,
BSU04026,Student 4026,25,Female,2024,Bachelor of Science in Criminology,Criminology,1.19,No,"Law Enforcement, Crime Scene Investigation",Tanauan,Yes,1.0,Criminology Specialist,Criminology Specialist,IT,"Law Enforcement, Crime Scene Investigation",Private,21k-30k
BSU06199,Student 6199,23,Male,2020,Bachelor of Industrial Technology,Automotive Technology,1.54,Yes,"Diagnostics, Engine Repair",Tanauan,No,,Unemployed,,,,,
BSU00033,Student 33,25,Female,2022,Bachelor of Secondary Education,Mathematics,1.99,No,"Statistics, Data Analysis",Tanauan,No,,Unemployed,,,,,
BSU08308,Student 8308,22,Male,2020,Bachelor of Science in Agriculture,Animal Science,1.1,Yes,"Animal Care, Feeding Management",Lipa,No,,Unemployed,,,,,
BSU08832,Student 8832,26,Female,2022,Bachelor of Industrial Technology,Automotive Technology,1.46,No,"Diagnostics, Engine Repair",Lipa,No,,Unemployed,,,,,
BSU09819,Student 9819,21,Male,2021,Bachelor of Elementary Education,General Education,1.34,Yes,General Skills,Lipa,Yes,1.0,General Education Specialist,General Education Specialist,Education,General Skills,Non-Profit,15k-20k
BSU04064,Student 4064,22,Male,2024,Bachelor of Science,Information Technology,1.33,No,"Python, Java",Nasugbu,Yes,2.0,Information Technology Specialist,Information Technology Specialist,Manufacturing,"Python, Java",Non-Profit,31k-40k
BSU08949,Student 8949,26,Male,2024,Bachelor of Secondary Education,Science,1.34,No,General Skills,Lemery,No,,Unemployed,,,,,
BSU05541,Student 5541,21,Male,2022,Bachelor of Industrial Technology,Electronics Technology,1.36,No,"Soldering, Microcontrollers",Nasugbu,Yes,3.0,Electronics Technology Specialist,Electronics Technology Specialist,Government,"Soldering, Microcontrollers",Public,15k-20k
BSU01698,Student 1698,20,Male,2024,Bachelor of Industrial Technology,Electronics Technology,1.33,Yes,"Soldering, Microcontrollers",Nasugbu,Yes,1.0,Electronics Technology Specialist,Electronics Technology Specialist,IT,"Soldering, Microcontrollers",Non-Profit,15k-20k
BSU02793,Student 2793,22,Male,2021,Bachelor of Industrial Technology,Electrical Technology,1.97,No,"Circuit Design, Wiring",Nasugbu,Yes,1.0,Electrical Technology Specialist,Electrical Technology Specialist,Law Enforcement,"Circuit Design, Wiring",Non-Profit,41k-50k
BSU02223,Student 2223,20,Female,2022,Bachelor of Secondary Education,Social Studies,1.04,Yes,"Geography, History",Nasugbu,Yes,1.0,Social Studies Specialist,Social Studies Specialist,Government,"Geography, History",Private,41k-50k
BSU05819,Student 5819,23,Male,2020,Bachelor of Elementary Education,General Education,1.76,No,General Skills,Lipa,Yes,2.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Public,31k-40k
BSU09663,Student 9663,24,Female,2022,Bachelor of Industrial Technology,Electronics Technology,1.07,No,"Microcontrollers, Soldering",Batangas City,Yes,1.0,Electronics Technology Specialist,Electronics Technology Specialist,Media,"Microcontrollers, Soldering",Non-Profit,31k-40k
BSU03765,Student 3765,26,Female,2024,Bachelor of Science in Criminology,Criminology,1.47,No,"Law Enforcement, Crime Scene Investigation",Lemery,Yes,1.0,Criminology Specialist,Criminology Specialist,Manufacturing,"Law Enforcement, Crime Scene Investigation",Public,41k-50k
BSU03867,Student 3867,22,Female,2021,Bachelor of Elementary Education,General Education,1.84,Yes,General Skills,Lemery,Yes,3.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Private,31k-40k
BSU06422,Student 6422,25,Female,2024,Bachelor of Science in Nursing,Nursing,1.74,Yes,"Patient Care, First Aid",Lipa,Yes,1.0,Nursing Specialist,Nursing Specialist,Healthcare,"Patient Care, First Aid",Non-Profit,41k-50k
BSU09400,Student 9400,24,Female,2024,Bachelor of Secondary Education,Social Studies,1.97,Yes,"History, Geography",Tanauan,No,,Unemployed,,,,,
BSU08939,Student 8939,21,Male,2021,Bachelor of Science,Computer Science,1.41,Yes,"Algorithms, Machine Learning",Lemery,Yes,3.0,Computer Science Specialist,Computer Science Specialist,Manufacturing,"Algorithms, Machine Learning",Private,41k-50k
BSU06672,Student 6672,20,Female,2022,Bachelor of Arts,English,1.74,Yes,"Writing, Literary Analysis",Lipa,Yes,1.0,English Specialist,English Specialist,Healthcare,"Writing, Literary Analysis",Private,15k-20k
BSU07979,Student 7979,25,Female,2021,Bachelor of Arts,English,1.56,No,"Writing, Editing",Lipa,No,,Unemployed,,,,,
BSU03759,Student 3759,26,Male,2021,Bachelor of Elementary Education,General Education,1.18,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU09775,Student 9775,23,Male,2020,Bachelor of Science,Information Technology,1.42,Yes,"Java, Python",Tanauan,No,,Unemployed,,,,,
BSU03228,Student 3228,22,Female,2021,Bachelor of Science in Nursing,Nursing,1.19,Yes,"Patient Care, First Aid",Batangas City,Yes,3.0,Nursing Specialist,Nursing Specialist,Education,"Patient Care, First Aid",Non-Profit,15k-20k
BSU07803,Student 7803,25,Female,2023,Bachelor of Science in Nursing,Nursing,1.79,No,"Vitals Monitoring, Patient Care",Lipa,No,,Unemployed,,,,,
BSU03924,Student 3924,21,Female,2022,Bachelor of Arts,English,1.38,Yes,"Editing, Writing",Tanauan,No,,Unemployed,,,,,
BSU03905,Student 3905,23,Female,2021,Bachelor of Science,Computer Science,1.53,No,"Data Structures, Algorithms",Tanauan,No,,Unemployed,,,,,
BSU02278,Student 2278,23,Female,2022,Bachelor of Science in Agriculture,Animal Science,1.3,Yes,"Animal Care, Feeding Management",Nasugbu,Yes,1.0,Animal Science Specialist,Animal Science Specialist,Manufacturing,"Animal Care, Feeding Management",Public,15k-20k
BSU06811,Student 6811,21,Female,2024,Bachelor of Industrial Technology,Electronics Technology,1.08,No,"Microcontrollers, Soldering",Lipa,No,,Unemployed,,,,,
BSU01402,Student 1402,26,Male,2020,Bachelor of Science in Criminology,Criminology,1.7,Yes,"Law Enforcement, Crime Scene Investigation",Batangas City,Yes,2.0,Criminology Specialist,Criminology Specialist,Education,"Law Enforcement, Crime Scene Investigation",Private,31k-40k
BSU00740,Student 740,26,Male,2023,Bachelor of Science in Agriculture,Animal Science,1.82,Yes,"Animal Care, Feeding Management",Lipa,Yes,2.0,Animal Science Specialist,Animal Science Specialist,Law Enforcement,"Animal Care, Feeding Management",Non-Profit,31k-40k
BSU04267,Student 4267,24,Male,2024,Bachelor of Elementary Education,General Education,1.08,No,General Skills,Batangas City,Yes,2.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Non-Profit,21k-30k
BSU09862,Student 9862,22,Male,2023,Bachelor of Industrial Technology,Electronics Technology,1.96,Yes,"Microcontrollers, Soldering",Batangas City,No,,Unemployed,,,,,
BSU07353,Student 7353,20,Female,2024,Bachelor of Industrial Technology,Electrical Technology,1.09,No,"Circuit Design, Wiring",Tanauan,No,,Unemployed,,,,,
BSU07519,Student 7519,21,Male,2022,Bachelor of Elementary Education,General Education,1.63,Yes,General Skills,Lemery,No,,Unemployed,,,,,
BSU03852,Student 3852,23,Female,2021,Bachelor of Science,Mathematics,1.55,Yes,"Statistics, Data Analysis",Batangas City,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Media,"Statistics, Data Analysis",Private,21k-30k
BSU08632,Student 8632,20,Female,2024,Bachelor of Science in Nursing,Nursing,1.5,Yes,"Patient Care, First Aid",Batangas City,Yes,1.0,Nursing Specialist,Nursing Specialist,IT,"Patient Care, First Aid",Public,41k-50k
BSU02662,Student 2662,23,Male,2024,Bachelor of Industrial Technology,Electrical Technology,1.05,No,"Circuit Design, Wiring",Tanauan,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Healthcare,"Circuit Design, Wiring",Non-Profit,21k-30k
BSU06505,Student 6505,23,Male,2020,Bachelor of Science,Physics,1.74,No,"Simulation, Lab Equipment",Lemery,No,,Unemployed,,,,,
BSU09800,Student 9800,23,Male,2020,Bachelor of Public Administration,Public Administration,1.15,Yes,"Budgeting, Governance",Nasugbu,No,,Unemployed,,,,,
BSU00675,Student 675,21,Male,2024,Bachelor of Industrial Technology,Electrical Technology,1.65,Yes,"Wiring, Circuit Design",Lipa,Yes,3.0,Electrical Technology Specialist,Electrical Technology Specialist,Agriculture,"Wiring, Circuit Design",Public,15k-20k
BSU07106,Student 7106,21,Male,2020,Bachelor of Public Administration,Public Administration,1.65,No,"Governance, Budgeting",Lemery,No,,Unemployed,,,,,
BSU06361,Student 6361,26,Female,2024,Bachelor of Science,Information Technology,1.3,No,"CSS, Python",Batangas City,No,,Unemployed,,,,,
